time,cpu_request,cpu_usage,memory_request,memory_usage,model
1721325479.0975075,500m,459m,1000Mi,430Mi,medium
1721325482.1433764,500m,459m,1000Mi,430Mi,medium
1721325485.194765,500m,459m,1000Mi,430Mi,medium
1721325488.2430649,500m,459m,1000Mi,430Mi,medium
1721325491.290588,500m,452m,1000Mi,430Mi,medium
1721325494.3400307,500m,452m,1000Mi,430Mi,medium
1721325497.384092,500m,452m,1000Mi,430Mi,medium
1721325500.423697,500m,452m,1000Mi,430Mi,medium
1721325503.4673126,500m,452m,1000Mi,430Mi,medium
1721325506.517025,500m,452m,1000Mi,430Mi,medium
1721325509.562508,500m,452m,1000Mi,430Mi,medium
1721325512.6110253,500m,452m,1000Mi,430Mi,medium
1721325515.6566467,500m,452m,1000Mi,430Mi,medium
1721325518.7712214,500m,452m,1000Mi,430Mi,medium
1721325521.8165584,500m,459m,1000Mi,436Mi,medium
1721325524.8598137,500m,459m,1000Mi,436Mi,medium
1721325527.9042253,500m,459m,1000Mi,436Mi,medium
1721325530.9519246,500m,459m,1000Mi,436Mi,medium
1721325533.989095,500m,459m,1000Mi,436Mi,medium
1721325537.0279562,500m,459m,1000Mi,436Mi,medium
1721325540.0641682,500m,459m,1000Mi,436Mi,medium
1721325543.2101579,500m,459m,1000Mi,436Mi,medium
1721325546.2716146,500m,459m,1000Mi,436Mi,medium
1721325549.3152928,500m,459m,1000Mi,436Mi,medium
1721325552.3621817,500m,460m,1000Mi,430Mi,medium
1721325555.4129095,500m,460m,1000Mi,430Mi,medium
1721325558.4556556,500m,460m,1000Mi,430Mi,medium
1721325561.4963508,500m,460m,1000Mi,430Mi,medium
1721325564.5370536,500m,460m,1000Mi,430Mi,medium
1721325567.7191947,500m,460m,1000Mi,430Mi,medium
1721325570.7557642,500m,460m,1000Mi,430Mi,medium
1721325573.7968748,500m,460m,1000Mi,430Mi,medium
1721325576.84495,500m,460m,1000Mi,430Mi,medium
1721325579.9462714,500m,460m,1000Mi,430Mi,medium
1721325582.9891741,500m,460m,1000Mi,430Mi,medium
1721325586.035239,500m,460m,1000Mi,430Mi,medium
1721325589.0723746,500m,460m,1000Mi,430Mi,medium
1721325592.2485175,500m,460m,1000Mi,430Mi,medium
1721325595.3007228,500m,460m,1000Mi,430Mi,medium
1721325598.3455603,500m,460m,1000Mi,430Mi,medium
1721325601.3896637,500m,460m,1000Mi,430Mi,medium
1721325604.4393759,500m,460m,1000Mi,430Mi,medium
1721325607.4901407,500m,460m,1000Mi,430Mi,medium
1721325610.5375865,500m,460m,1000Mi,430Mi,medium
1721325613.5801797,500m,456m,1000Mi,430Mi,medium
1721325616.7031138,500m,456m,1000Mi,430Mi,medium
1721325619.7499685,500m,456m,1000Mi,430Mi,medium
1721325622.8015769,500m,456m,1000Mi,430Mi,medium
1721325625.8566916,500m,456m,1000Mi,430Mi,medium
1721325628.9060833,500m,456m,1000Mi,430Mi,medium
1721325631.952652,500m,456m,1000Mi,430Mi,medium
1721325634.9968688,500m,456m,1000Mi,430Mi,medium
1721325638.037725,500m,456m,1000Mi,430Mi,medium
1721325641.0862093,500m,461m,1000Mi,430Mi,medium
1721325644.1299365,500m,461m,1000Mi,430Mi,medium
1721325647.1688788,500m,461m,1000Mi,430Mi,medium
1721325650.214447,500m,461m,1000Mi,430Mi,medium
1721325653.2613645,500m,461m,1000Mi,430Mi,medium
1721325656.4140158,500m,461m,1000Mi,430Mi,medium
1721325659.4570339,500m,461m,1000Mi,430Mi,medium
1721325662.4987864,500m,461m,1000Mi,430Mi,medium
1721325665.5532103,500m,461m,1000Mi,430Mi,medium
1721325668.5972807,500m,461m,1000Mi,430Mi,medium
1721325671.6397595,500m,456m,1000Mi,430Mi,medium
1721325674.680801,500m,456m,1000Mi,430Mi,medium
1721325677.9751744,500m,456m,1000Mi,430Mi,medium
1721325681.0128345,500m,456m,1000Mi,430Mi,medium
1721325684.0484865,500m,456m,1000Mi,430Mi,medium
1721325687.091699,500m,456m,1000Mi,430Mi,medium
1721325690.193898,500m,456m,1000Mi,430Mi,medium
